ทางหลวงสาย,ตอนควบคุม,ชื่อสายทาง,จุดสำรวจ,รถยนต์นั่ง (ไม่เกิน 7 คน),รถยนต์นั่ง (เกิน 7 คน),รถโดยสารขนาดเล็ก,รถโดยสารขนาดกลาง,รถโดยสารขนาดใหญ่,   รถบรรทุกขนาดเล็ก    ( 4 ล้อ),รถบรรทุกขนาด 2 เพลา  (6 ล้อ),     รถบรรทุกขนาด 3 เพลา (10 ล้อ),   รถบรรทุกพ่วง  (มากกว่า 3 เพลา),   รถบรรทุกกึ่งพ่วง (มากกว่า 3 เพลา),รวม,   % ของยานยนต์หนัก,จักรยาน 2 ล้อ และ จักรยาน 3 ล้อ,สามล้อเครื่องและจักรยานยนต์,แขวงการทาง,จังหวัด
2312,100,หนองหาน - สุมเส้า,1+500,645,293,33,5,2,"2,617",177,74,26,31,"3,903",8.07,26,"2,444",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2312,100,หนองหาน - สุมเส้า,27+000,626,263,11,1,0,"2,455",134,62,28,21,"3,601",6.83,22,"1,830",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2314,100,หนองวัวซอ - กุดจับ,2+000,335,51,20,3,0,"1,448",168,56,29,12,"2,122",12.63,46,"1,452",ขท.หนองบัวลำภู,อุดรธานี
2315,100,หนองวัวซอ - อูบมุง,0+750,"1,605",227,23,38,5,"3,081",234,77,19,14,"5,323",7.27,36,"1,904",ขท.หนองบัวลำภู,อุดรธานี
2316,101,โคกผักหวาน - ท่ายม,2+600,"1,507",352,77,52,13,424,293,185,77,50,"3,030",22.11,204,"1,163",ขท.อุดรธานีที่ 1,อุดรธานี
2316,102,ท่ายม - บ้านเหล่า,18+625,976,"1,657",61,15,5,148,94,83,18,23,"3,080",7.73,32,"1,095",ขท.อุดรธานีที่ 1,อุดรธานี
2316,102,ท่ายม - บ้านเหล่า,54+525,"1,042",779,33,5,1,180,55,39,15,6,"2,155",5.62,23,"1,119",ขท.อุดรธานีที่ 1,อุดรธานี
2318,100,ทุ่งใหญ่ - ทุ่งฝน,5+000,555,83,1,4,0,961,79,24,6,2,"1,715",6.71,12,823,ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2320,100,เนินสง่า - น้ำร้อน,0+750,384,256,2,3,0,231,104,25,43,34,"1,082",19.32,6,460,ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
2321,100,ใหม่สามัคคี - นิยมชัย,3+400,777,549,10,9,8,"1,042",250,145,113,89,"2,992",20.52,127,736,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2321,200,นิยมชัย - สระโบสถ์,34+500,"2,432","2,545",141,106,109,"2,381",663,200,123,105,"8,805",14.83,6,"2,183",ขท.ลพบุรีที่ 1,ลพบุรี
2322,101,โสกขุ่น - โกสุมพิสัย,8+800,"1,276",685,10,50,6,403,140,33,39,38,"2,680",11.42,17,759,ขท.มหาสารคาม,มหาสารคาม
2322,102,โกสุมพิสัย - โคกสูง,26+396,"3,744","3,047",83,42,63,"1,233",438,94,86,86,"8,916",9.07,35,"2,379",ขท.มหาสารคาม,มหาสารคาม
2322,201,โคกสูง -  หนองกุงใหญ่,45+396,"2,883",522,16,1,112,"4,912",213,40,52,33,"8,784",5.13,15,"2,687",ขท.ขอนแก่นที่ 1,มหาสารคาม
2322,201,โคกสูง -  หนองกุงใหญ่,48+292,407,122,2,36,2,"1,720",95,30,13,15,"2,442",7.82,32,"1,116",ขท.ขอนแก่นที่ 1,มหาสารคาม
2322,201,โคกสูง -  หนองกุงใหญ่,75+492,456,124,5,35,3,"1,617",104,34,24,35,"2,437",9.64,11,"1,026",ขท.ขอนแก่นที่ 1,ขอนแก่น
2322,202,หนองกุงใหญ่ - กุดจิก,97+792,"1,125","1,561",99,82,51,"1,650",416,272,166,83,"5,505",19.44,41,"1,678",ขท.ขอนแก่นที่ 1,ขอนแก่น
2322,300,กุดจิก - ท่าคันโท,117+158,477,621,339,283,313,"1,092",565,378,307,281,"4,656",45.68,142,"1,121",ขท.กาฬสินธุ์,กาฬสินธุ์
2323,100,ทางเข้าอนุสรณ์ผู้เสียสละเขาค้อ,1+000,43,48,0,0,0,71,0,0,0,0,162,0.00,0,22,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2323,100,ทางเข้าอนุสรณ์ผู้เสียสละเขาค้อ,5+700,60,38,0,0,0,81,0,0,0,0,179,0.00,0,24,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2325,100,เขาค้อ - หนองแม่นา,1+000,229,254,3,0,0,445,30,7,0,0,968,3.82,0,304,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2325,100,เขาค้อ - หนองแม่นา,13+200,350,438,13,0,0,1,9,5,34,4,854,6.09,7,348,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2326,100,เพชรบูรณ์ - ห้วยใหญ่,11+000,"1,018",219,53,33,0,"1,586",85,43,18,1,"3,056",5.89,63,"1,636",ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2327,100,บัวคำ - โพธิ์ชัย,3+500,618,139,32,1,6,"1,787",159,25,16,9,"2,792",7.74,22,"1,053",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2328,101,แยกเขาช่องจอม - ปวงตึก,2+227,659,39,1,0,0,243,45,26,66,10,"1,089",13.50,11,528,ขท.สุรินทร์,สุรินทร์
2328,102,ปวงตึก - นาตำบล,32+197,658,384,7,1,1,690,206,37,26,4,"2,014",13.65,35,903,ขท.สุรินทร์,สุรินทร์
2329,100,เพ็ญ - สร้างคอม,3+000,752,375,6,41,6,"2,185",157,75,42,27,"3,666",9.49,6,"1,910",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2330,100,สร้างค้อ - ห้วยหวด,1+000,78,30,1,6,0,500,45,10,2,1,673,9.51,7,430,ขท.สกลนครที่ 1,สกลนคร
2331,100,โจ๊ะโหวะ - อุทยานแห่งชาติภูหินร่องกล้า,2+000,72,55,37,0,0,"1,263",0,0,0,0,"1,427",0.00,38,847,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2331,200,อุทยานแห่งชาติภูหินร่องกล้า - นครไทย,66+500,595,5,8,1,0,339,34,0,0,0,982,3.56,25,496,ขท.พิษณุโลกที่ 2 (วังทอง),พิษณุโลก
2333,100,หนองสนิท - ศรีสำโรง,4+500,472,316,98,67,83,823,450,92,51,11,"2,463",30.61,47,645,ขท.สุรินทร์,สุรินทร์
2334,100,จอมพระ - ศีขรภูมิ,13+808,432,145,1,3,0,805,68,29,16,8,"1,507",8.23,62,630,ขท.สุรินทร์,สุรินทร์
2335,100,ภูมิซรอล  - สำโรงเกียรติ,0+700,788,459,8,6,17,542,109,90,6,8,"2,033",11.61,106,"1,244",ขท.ศรีสะเกษที่ 2,ศรีสะเกษ
2336,100,หนองผ้าอ้อม - กุฉินารายณ์,0+500,"3,253","3,157",697,464,360,"2,533","1,948","1,341",977,892,"15,622",38.29,579,"2,725",ขท.กาฬสินธุ์,กาฬสินธุ์
2336,100,หนองผ้าอ้อม - กุฉินารายณ์,39+700,"2,549","1,474",374,319,288,"2,487","1,320","1,165",876,828,"11,680",41.06,531,"2,982",ขท.กาฬสินธุ์,กาฬสินธุ์
2337,100,ห้วยยาง - สองคอน,1+000,"2,468",323,140,75,74,667,101,84,83,73,"4,088",11.99,128,"1,648",ขท.อำนาจเจริญ,อุบลราชธานี
2337,100,ห้วยยาง - สองคอน,26+600,"1,650",311,113,85,86,"1,118",108,108,82,85,"3,746",14.79,126,"1,447",ขท.อำนาจเจริญ,อุบลราชธานี
2338,100,สวนมะเดื่อ - แยกท่ามะนาว,14+080,"1,161",518,24,17,18,"1,562",143,221,127,0,"3,791",13.88,84,"1,306",ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2338,100,สวนมะเดื่อ - แยกท่ามะนาว,22+718,"1,432",531,31,8,12,"1,611",109,147,63,22,"3,966",9.10,106,"1,153",ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2339,100,ศรีวิชา - กวนบุ่น,22+000,812,227,105,42,49,"1,565",128,58,34,32,"3,052",11.24,123,"1,733",ขท.สกลนครที่ 1,สกลนคร
2339,100,ศรีวิชา - กวนบุ่น,25+080,641,341,27,10,4,"2,191",110,18,0,8,"3,350",4.48,83,"2,219",ขท.สกลนครที่ 1,สกลนคร
2340,100,ศิลาทิพย์ - โคกแสมสาร,1+000,890,362,8,6,9,"1,041",104,214,108,57,"2,799",17.79,78,666,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2340,100,ศิลาทิพย์ - โคกแสมสาร,28+048,601,349,8,4,7,843,140,141,86,57,"2,236",19.45,10,430,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2340,200,โคกแสมสาร - สระโบสถ์,54+513,950,942,92,53,13,"1,136",205,84,40,7,"3,522",11.41,1,"1,417",ขท.ลพบุรีที่ 1,ลพบุรี
2341,100,ไพรพัฒนา - หนองบัวเรณ,18+000,174,645,38,5,1,236,41,11,3,2,"1,156",5.45,7,597,ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2341,100,ไพรพัฒนา - หนองบัวเรณ,37+300,369,40,37,3,4,247,49,16,9,2,776,10.70,105,578,ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2341,100,ไพรพัฒนา - หนองบัวเรณ,70+960,548,416,6,4,1,454,53,11,4,0,"1,497",4.88,9,398,ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2342,100,สว่างแดนดิน - ส่องดาว,1+200,770,212,37,27,1,"2,160",73,30,21,0,"3,331",4.56,3,"2,198",ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
2343,100,สักหลง - วังมล,1+000,501,241,27,0,0,"2,025",339,153,39,1,"3,326",16.00,64,"1,816",ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2346,100,ดอนเชียงบาน - นาหว้า,4+100,726,473,111,39,17,"1,457",214,52,27,11,"3,127",11.51,9,844,ขท.สกลนครที่ 1,สกลนคร
2346,200,นาหว้า - ดงขวาง,32+996,"5,233","5,234",107,79,75,"2,719",860,754,732,731,"16,524",19.55,568,"2,128",ขท.นครพนม,นครพนม
2347,100,ธาตุนาเวง - สกลนคร,1+900,"8,924","3,617",884,364,226,"12,054","1,307",991,408,311,"29,086",12.40,194,"6,385",ขท.สกลนครที่ 1,สกลนคร
2348,101,บ้านผือ - น้ำซึม,10+050,"4,012",606,107,93,80,979,252,163,217,71,"6,580",13.31,23,"1,196",ขท.อุดรธานีที่ 1,อุดรธานี
2348,102,น้ำซึม -   คีรีวงกต,41+500,"1,310",204,11,12,11,"2,595",160,63,50,16,"4,432",7.04,11,"2,991",ขท.อุดรธานีที่ 1,อุดรธานี
2348,102,น้ำซึม -   คีรีวงกต,59+200,354,149,16,4,6,868,83,23,14,2,"1,519",8.69,8,768,ขท.อุดรธานีที่ 1,อุดรธานี
2349,100,หัวช้าง - บึงบูรพ์,0+500,422,314,7,2,3,868,59,14,6,4,"1,699",5.18,10,423,ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2350,100,หนองหาน - กุมภวาปี,29+550,"1,910",609,132,30,24,"5,653",247,252,217,347,"9,421",11.86,9,"1,527",ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2351,100,พลไว - แข้โพนเมือง,2+500,"3,103","2,624",61,57,58,"2,022","1,710",50,42,45,"9,772",20.08,42,"1,430",ขท.ยโสธร,ยโสธร
2351,200,แข้โพนเมือง - ยางชุมน้อย,37+000,371,916,55,29,31,111,69,45,20,13,"1,660",12.47,13,"1,014",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2352,100,นาด่าน - สุวรรณคูหา,1+800,"1,020",336,54,17,32,576,165,29,29,5,"2,263",12.24,18,856,ขท.หนองบัวลำภู,หนองบัวลำภู
2354,101,เทพสถิต - ซับใหญ่,1+000,721,926,47,39,36,"1,874",150,70,87,48,"3,998",10.76,2,"1,445",ขท.ชัยภูมิ,ชัยภูมิ
2354,101,เทพสถิต - ซับใหญ่,50+500,647,"1,289",43,4,27,219,83,25,32,6,"2,375",7.45,0,"1,165",ขท.ชัยภูมิ,ชัยภูมิ
2355,100,สูงเนิน - สี่แยก,2+000,"2,141",314,73,29,6,"1,848",168,34,43,15,"4,671",6.32,13,"1,549",ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
2356,100,เสิงสาง -ทางเข้าสระตะเคียน,0+200,"3,955","3,437",869,784,863,"4,005","2,000","1,284","1,261","1,181","19,639",37.54,948,"4,081",ขท.นครราชสีมาที่ 3,นครราชสีมา
2357,100,หนองยายโต๊ะ -  ลำพญาไม้,14+000,889,360,39,19,14,"1,295",89,121,80,24,"2,930",11.84,71,824,ขท.ลพบุรีที่ 2 (ลำนารายณ์),ลพบุรี
2358,100,โนนหอม - เต่างอย,0+500,331,99,20,3,0,952,65,8,5,5,"1,488",5.78,46,688,ขท.สกลนครที่ 1,สกลนคร
2359,101,หนองบัวแดง - แหลมทอง,14+800,"1,317","1,205",26,35,8,728,221,112,56,57,"3,765",12.99,54,"1,034",ขท.ชัยภูมิ,ชัยภูมิ
2359,101,หนองบัวแดง - แหลมทอง,36+500,"1,417","1,756",59,36,48,723,457,464,218,186,"5,364",26.27,230,"1,213",ขท.ชัยภูมิ,ชัยภูมิ
2361,100,หนองเขียด - ภูผาม่าน,0+500,"1,255",986,88,72,9,"1,636",296,158,50,12,"4,562",13.09,93,"1,074",ขท.ขอนแก่นที่ 2 (ชุมแพ),ขอนแก่น
2365,100,โคกแขวน - ดอนแขวน,1+060,"4,036","3,294",929,997,"1,035","4,361","1,503","1,301","1,230","1,398","20,084",37.16,"1,024","3,276",ขท.นครราชสีมาที่ 3,นครราชสีมา
2367,100,มหาสารคาม - บ้านม่วง,8+500,"3,528","2,964",97,61,50,"3,418",561,66,49,43,"10,837",7.66,36,"3,027",ขท.มหาสารคาม,มหาสารคาม
2367,200,บ้านม่วง - กมลาไสย,35+394,"4,581","4,914",36,0,0,923,458,161,73,56,"11,202",6.68,234,"3,179",ขท.กาฬสินธุ์,กาฬสินธุ์
2368,100,ทางเข้าผาแต้ม,1+300,411,228,6,0,13,50,111,6,3,0,828,16.06,39,541,ขท.อุบลราชธานีที่ 2,อุบลราชธานี
2369,101,พระทองคำ - ดอนไผ่,2+200,"2,148","1,160",47,3,30,"1,117",225,183,203,64,"5,180",13.67,43,"1,476",ขท.นครราชสีมาที่ 1,นครราชสีมา
2369,101,พระทองคำ - ดอนไผ่,26+123,253,135,11,7,29,"1,134",111,93,139,78,"1,990",22.97,36,998,ขท.นครราชสีมาที่ 1,นครราชสีมา
2369,102,ดอนไผ่ - แก้งสนามนาง,61+063,"1,258",898,0,9,19,192,83,30,30,20,"2,539",7.52,7,"1,029",ขท.นครราชสีมาที่ 1,นครราชสีมา
2370,100,นิคมคำสร้อย - หนองสูง,28+700,"1,099",407,36,1,0,"2,588",83,22,8,2,"4,246",2.73,73,"1,483",ขท.มุกดาหาร,มุกดาหาร
2371,101,ศีขรภูมิ - ศรีณรงค์,5+200,"1,229",317,18,30,6,"2,060",108,51,45,9,"3,873",6.43,32,"1,700",ขท.สุรินทร์,สุรินทร์
2372,100,วังบาล - น้ำชุน,2+000,358,97,0,0,0,"1,321",46,36,0,0,"1,858",4.41,113,985,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2372,100,วังบาล - น้ำชุน,11+900,311,164,31,4,1,"1,385",65,63,38,8,"2,070",8.65,21,603,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2373,100,โนนสำนัก - ดอนไม้งาม,0+500,744,683,13,15,3,"1,595",38,30,10,4,"3,135",3.19,4,"1,758",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2375,100,บักดอก - พนมดิน,0+500,472,193,21,11,11,"1,294",135,55,50,34,"2,276",13.01,5,958,ขท.สุรินทร์,สุรินทร์
2376,100,น้ำซึม - โสกกล้า,10+000,733,188,19,6,9,"1,307",94,32,24,11,"2,423",7.26,4,641,ขท.อุดรธานีที่ 1,อุดรธานี
2376,200,โสกกล้า - สังคม,30+000,"1,211","1,228",72,86,49,583,67,65,63,59,"3,483",11.17,172,783,ขท.หนองคาย,หนองคาย
2377,100,นาไร่ใหญ่ - เสนางคนิคม,0+500,"1,944",564,186,110,84,923,127,76,59,47,"4,120",12.21,114,"1,426",ขท.อำนาจเจริญ,อำนาจเจริญ
2378,100,จอมพระ - สะพานบุรีรินทร์,12+205,"1,137",526,42,46,20,"2,380",259,167,208,230,"5,015",18.54,31,"1,387",ขท.สุรินทร์,สุรินทร์
2379,100,เจริญศิลป์ - กุดนาขาม,4+000,359,197,2,6,8,798,94,19,10,4,"1,497",9.42,14,681,ขท.สกลนครที่ 2 (สว่างแดนดิน),สกลนคร
2380,100,หนองปลิง - บ้านสนาม,0+800,"1,973",225,48,16,5,866,202,55,39,14,"3,443",9.61,0,"1,103",ขท.มหาสารคาม,มหาสารคาม
2381,100,นาเชือก - โพธิ์ทอง,0+500,927,416,346,199,102,"1,661",458,120,73,63,"4,365",23.25,113,"1,161",ขท.มหาสารคาม,มหาสารคาม
2382,100,เขื่องใน - ธาตุน้อย,2+500,"3,413","1,610",145,55,36,"1,221",457,277,139,73,"7,426",13.96,177,"3,205",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2382,200,ธาตุน้อย -  ยางชุมน้อย,23+000,"1,327",629,36,12,7,183,165,96,57,39,"2,551",14.74,48,"1,256",ขท.ศรีสะเกษที่ 1,ศรีสะเกษ
2383,100,ม่วงสามสิบ - ดู่น้อย,3+000,"2,867","1,814",112,54,49,498,413,210,111,67,"6,195",14.59,162,"1,340",ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2385,100,นายม - เพชรบูรณ์,16+000,"4,085","1,222",32,7,2,"2,502",118,75,20,9,"8,072",2.86,64,"2,812",ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2387,100,พิมพิสารน้อย - หนองห่าง,9+500,"1,029",269,3,1,2,894,84,6,2,1,"2,291",4.19,13,842,ขท.ร้อยเอ็ด,ร้อยเอ็ด
2389,100,แก้งคร้อ - สระพัง,0+580,"1,338",648,0,0,32,"4,974",176,166,147,132,"7,613",8.58,48,"3,296",ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
2389,100,แก้งคร้อ - สระพัง,35+780,555,157,2,5,6,"3,128",202,173,142,120,"4,490",14.43,12,"1,768",ขท.ขอนแก่นที่ 2 (ชุมแพ),ชัยภูมิ
2390,100,ปฏิรูป - โนนสมบูรณ์,6+850,"4,323","4,385",176,101,75,"2,621",750,717,665,645,"14,458",20.43,537,"2,110",ขท.นครพนม,นครพนม
2391,100,กู่ทอง - บ้านเขื่อน,3+650,"1,371",925,0,0,0,740,469,118,94,101,"3,818",20.48,124,"1,232",ขท.มหาสารคาม,มหาสารคาม
2391,100,กู่ทอง - บ้านเขื่อน,5+500,"1,839",189,29,11,6,373,375,137,43,16,"3,018",19.48,239,"1,323",ขท.มหาสารคาม,มหาสารคาม
2392,100,จตุรพักตรพิมาน - ปทุมรัตต์,5+000,"1,042",219,1,33,0,"1,755",102,29,19,12,"3,212",6.07,1,"1,119",ขท.ร้อยเอ็ด,ร้อยเอ็ด
2393,101,โนนเห็น - คำกุ่ง,8+000,105,12,8,1,0,"1,149",48,57,42,2,"1,424",10.53,10,643,ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2393,102,คำกุ่ง - หนองกุงทับม้า,34+465,"1,131",384,75,65,16,"1,185",212,80,42,38,"3,228",14.03,14,659,ขท.อุดรธานีที่ 2 (หนองหาน),อุดรธานี
2396,102,ป่าไม้ - หนองแสง,31+000,569,402,42,30,27,"1,656",465,39,31,29,"3,290",18.88,60,"1,479",ขท.อุบลราชธานีที่ 2,อุบลราชธานี
2397,100,นิคมสร้างตนเองปราสาท - ช้างหมอบพัฒนา,2+133,"1,045",291,31,9,7,"1,886",101,37,48,35,"3,490",6.79,11,"1,651",ขท.สุรินทร์,สุรินทร์
2398,101,นาเฉลียง - ซับพุทรา,3+600,451,440,179,10,16,992,415,460,24,396,"3,383",39.05,8,"1,407",ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
2399,101,สานตม - โคกใหญ่,1+000,358,20,2,0,0,39,59,28,14,13,533,21.39,0,117,ขท.เลยที่ 2 (ด่านซ้าย),เลย
2399,101,สานตม - โคกใหญ่,14+084,207,13,2,0,0,49,62,17,17,10,377,28.12,2,117,ขท.เลยที่ 2 (ด่านซ้าย),เลย
2399,102,โคกใหญ่ - วังยาว,26+909,230,221,0,0,0,161,80,41,44,36,813,24.72,65,333,ขท.เลยที่ 2 (ด่านซ้าย),เลย
2400,100,หนองหิน - เอราวัณ,5+000,929,514,0,0,0,"1,969",140,69,45,25,"3,691",7.56,0,"1,127",ขท.เลยที่ 1,เลย
2400,100,หนองหิน - เอราวัณ,40+000,"1,271",383,0,0,1,159,53,96,168,84,"2,215",18.15,7,829,ขท.เลยที่ 1,เลย
2401,100,หนองไผ่ - ซับพุทรา,6+700,"1,150",426,3,3,4,"1,009",383,383,380,26,"3,767",31.30,14,"1,487",ขท.เพชรบูรณ์ที่ 2 (บึงสามพัน),เพชรบูรณ์
2402,100,จางวาง - ดงมูลเหล็ก,12+000,990,667,36,14,0,828,94,130,15,0,"2,774",9.12,62,790,ขท.เพชรบูรณ์ที่ 1,เพชรบูรณ์
2404,100,เขื่องใน  - นาคำใหญ่,6+000,"1,358",406,212,26,8,"1,208",346,47,25,12,"3,648",12.72,121,864,ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2405,100,บ้านไผ่ - กลางใหญ่,0+500,510,85,32,11,0,172,13,6,3,1,833,4.08,61,443,ขท.อุบลราชธานีที่ 1,อุบลราชธานี
2406,100,บ้านโคก - ธาตุกลาง,0+800,806,207,41,37,27,336,215,46,9,4,"1,728",19.56,113,612,ขท.อุบลราชธานีที่ 1,อุบลราชธานี
